"","x","y"
"1345",0.360348157817498,NA
"1346",0.689366391394287,NA
"1347",0.258860788308084,NA
"1348",0.851205032086,NA
"1349",0.480004691053182,NA
"1350",0.537266390165314,NA
"1351",0.661639897385612,NA
"1352",0.300854510162026,NA
"1353",0.263501515612006,NA
"1354",0.305046129738912,NA
"1355",0.874958265572786,NA
"1356",0.71843721694313,NA
"1357",0.406919694039971,NA
"1358",0.0193594731390476,NA
"1359",0.0501803588122129,NA
"1360",0.70225103199482,NA
"1361",0.0663702695164829,NA
"1362",0.0361323682591319,NA
"1363",0.020153695717454,NA
"1364",0.372781096957624,NA
"1365",0.225665403995663,NA
"1366",0.491918100044131,NA
"1367",0.446645156713203,NA
"1368",0.690204899059609,NA
"1369",0.842739979736507,NA
"1370",0.37583366711624,NA
"1371",0.984889688203111,NA
"1372",0.952426329720765,NA
"1373",0.989898509113118,NA
"1374",0.44312835438177,NA
"1375",0.153763851616532,NA
"1376",0.944727322552353,NA
"1377",0.519466413650662,NA
"1378",0.455634604208171,NA
"1379",0.220090199727565,NA
"1380",0.139182384358719,NA
"1381",0.216157881077379,NA
"1382",0.405678672948852,NA
"1383",0.233734591398388,NA
"1384",0.0250663596671075,NA
"1385",0.752341959159821,NA
"1386",0.732072543352842,NA
"1387",0.409106774721295,NA
"1388",0.630857805488631,NA
"1389",0.0654449830763042,NA
"1390",0.148692151764408,NA
"1391",0.279701764928177,NA
"1392",0.850656809285283,NA
"1393",0.0215407803189009,NA
"1394",0.252829879987985,NA
"1395",0.656711501069367,NA
"1396",0.789149409625679,NA
"1397",0.708845647517592,NA
"1398",0.0645929919555783,NA
"1399",0.511311343871057,NA
"1400",0.200928349746391,NA
"1401",0.814115592511371,NA
"1402",0.653780075954273,NA
"1403",0.353251982014626,NA
"1404",0.596594895934686,NA
"1405",0.727704373421147,NA
"1406",0.995568539248779,NA
"1407",0.498055271804333,NA
"1408",0.230294769397005,NA
"1409",0.301254312740639,NA
"1410",0.720466676866636,NA
"1411",0.261405418161303,NA
"1412",0.107696348102763,NA
"1413",0.262422712054104,NA
"1414",0.186706183245406,NA
"1415",0.542441679630429,NA
"1416",0.0655184742063284,NA
"1417",0.880385136697441,NA
"1418",0.27921253698878,NA
"1419",0.672703671501949,NA
"1420",0.0601308741606772,NA
"1421",0.988485550275072,NA
"1422",0.282275431090966,NA
"1423",0.55411236663349,NA
"1424",0.890084004495293,NA
"1425",0.0228020548820496,NA
"1426",0.677688453812152,NA
"1427",0.337059796554968,NA
"1428",0.141196094686165,NA
"1429",0.352563987718895,NA
"1430",0.401444856543094,NA
"1431",0.888914352282882,NA
"1432",0.312614187598228,NA
"1433",0.061654708115384,NA
"1434",0.679486264009029,NA
"1435",0.378162568900734,NA
"1436",0.588370348094031,NA
"1437",0.491978535195813,NA
"1438",0.285776944132522,NA
"1439",0.00841959496028721,NA
"1440",0.550774296978489,NA
"1441",0.813230907777324,NA
"1442",0.643574585439637,NA
"1443",0.0690620029345155,NA
"1444",0.728716271696612,NA
"1445",0.672111198538914,NA
"1446",0.819800991332158,NA
"1447",0.91462155804038,NA
"1448",0.689970680745319,NA
"1449",0.491977802710608,NA
"1450",0.646928650792688,NA
"1451",0.456514956662431,NA
"1452",0.125446621561423,NA
"1453",0.604364973958582,NA
"1454",0.826826735865325,NA
"1455",0.619378251256421,NA
"1456",0.841053710551932,NA
"1457",0.427246607607231,NA
"1458",0.769286703784019,NA
"1459",0.712140791118145,NA
"1460",0.0633672084659338,NA
"1461",0.426005236105993,NA
"1462",0.0882776430808008,NA
"1463",0.208316819276661,NA
"1464",0.228260873118415,NA
"1465",0.0504421438090503,NA
"1466",0.561821252340451,NA
"1467",0.69424614449963,NA
"1468",0.227942654397339,NA
"1469",0.960313604911789,NA
"1470",0.492837191326544,NA
"1471",0.723208685405552,NA
"1472",0.491363082546741,NA
"1473",0.845355081139132,NA
"1474",0.02510966360569,NA
"1475",0.548400243045762,NA
"1476",0.955454816576093,NA
"1477",0.140501866815612,NA
"1478",0.710273624863476,NA
"1479",0.126401888905093,NA
"1480",0.835656277602538,NA
"1481",0.298179503995925,NA
"1482",0.381328749936074,NA
"1483",0.247849335661158,NA
"1484",0.34498164919205,NA
"1485",0.419783426215872,NA
"1486",0.659109987085685,NA
"1487",0.953957048943266,NA
"1488",0.469893653877079,NA
"1489",0.150621091714129,NA
"1490",0.902522846357897,NA
"1491",0.438025702722371,NA
"1492",0.806755583966151,NA
"1493",0.481495468411595,NA
"1494",0.258038213010877,NA
"1495",0.170135810505599,NA
"1496",0.160610691411421,NA
"1497",0.66139040957205,NA
"1498",0.468552120262757,NA
"1499",0.545392840867862,NA
"1500",0.725098253460601,NA
"1501",0.525482540484518,NA
"1502",0.618936445331201,NA
"1503",0.178960911463946,NA
"1504",0.767721230397001,NA
"1505",0.816294967196882,NA
"1506",0.194582379888743,NA
"1507",0.212514094775543,NA
"1508",0.248830119147897,NA
"1509",0.748003802960739,NA
"1510",0.407243761466816,NA
"1511",0.561673807678744,NA
"1512",0.750509750330821,NA
"1513",0.551197767490521,NA
"1514",0.473349581239745,NA
"1515",0.0626298694405705,NA
"1516",0.0939460473600775,NA
"1517",0.580182618927211,NA
"1518",0.385675871744752,NA
"1519",0.23652089969255,NA
"1520",0.519537632586434,NA
"1521",0.641209929250181,NA
"1522",0.829900240059942,NA
"1523",0.919094150187448,NA
"1524",0.929400152293965,NA
"1525",0.645313744898885,NA
"1526",0.783117612125352,NA
"1527",0.0587159609422088,NA
"1528",0.358361521037295,NA
"1529",0.479386042105034,NA
"1530",0.723091766471043,NA
"1531",0.696402698988095,NA
"1532",0.870710554998368,NA
"1533",0.708805855596438,NA
"1534",0.354805469280109,NA
"1535",0.807252718368545,NA
"1536",0.352788866497576,NA
"1537",0.753126086201519,NA
"1538",0.908151082927361,NA
"1539",0.43538520950824,NA
"1540",0.220247139455751,NA
"1541",0.0371822067536414,NA
"1542",0.698054075241089,NA
"1543",0.149834014242515,NA
"1544",0.542437612777576,NA
"1545",0.796772362897173,NA
"1546",0.719624669058248,NA
"1547",0.728189656510949,NA
"1548",0.0478161612991244,NA
"1549",0.451375713804737,NA
"1550",0.794269957812503,NA
"1551",0.824622325366363,NA
"1552",0.209051562706009,NA
"1553",0.168206533417106,NA
"1554",0.980274223722517,NA
"1555",0.600670009618625,NA
"1556",0.151676299748942,NA
"1557",0.292738679097965,NA
"1558",0.44806062290445,NA
"1559",0.823907825397328,NA
"1560",0.969404330244288,NA
"1561",0.295409163925797,NA
"1562",0.23268974153325,NA
"1563",0.325481038307771,NA
"1564",0.100372119108215,NA
"1565",0.330225360579789,NA
"1566",0.19259870192036,NA
"1567",0.268873636377975,NA
"1568",0.883529343176633,NA
"1569",0.670623161597177,NA
"1570",0.0743210674263537,NA
"1571",0.685309203807265,NA
"1572",0.60081559070386,NA
"1573",0.706140475347638,NA
"1574",0.46816601161845,NA
"1575",0.0109879339579493,NA
"1576",0.783295694272965,NA
"1577",0.621853298507631,NA
"1578",0.866058738669381,NA
"1579",0.919852337334305,NA
"1580",0.32539892452769,NA
"1581",0.915762066142634,NA
"1582",0.0805449075996876,NA
"1583",0.85551768145524,NA
"1584",0.305028978968039,NA
"1585",0.736363040748984,NA
"1586",0.940962569322437,NA
"1587",0.861023237463087,NA
"1588",0.364170123357326,NA
"1589",0.91252348292619,NA
"1590",0.752922203624621,NA
"1591",0.641482408624142,NA
"1592",0.795450330711901,NA
"1593",0.984971725847572,NA
"1594",0.62236923770979,NA
"1595",0.555326487170532,NA
"1596",0.961066502379254,NA
"1597",0.915639717364684,NA
"1598",0.60327560082078,NA
"1599",0.311554106650874,NA
"1600",0.55515212402679,NA
"1601",0.93759774370119,NA
"1602",0.365037152310833,NA
"1603",0.338632298167795,NA
"1604",0.769683562219143,NA
"1605",0.301342302467674,NA
"1606",0.629640955245122,NA
"1607",0.802499725483358,NA
"1608",0.542235563974828,NA
"1609",0.63099756767042,NA
"1610",0.189788870280609,NA
"1611",0.20345269003883,NA
"1612",0.928351258859038,NA
"1613",0.413443455006927,NA
"1614",0.130969885038212,NA
"1615",0.0611630044877529,NA
"1616",0.886073872679844,NA
"1617",0.592208505840972,NA
"1618",0.72241218527779,NA
"1619",0.512392998673022,NA
"1620",0.296068652532995,NA
"1621",0.639778067590669,NA
"1622",0.882543428102508,NA
"1623",0.946150730364025,NA
"1624",0.709416676312685,NA
"1625",0.923620576038957,NA
"1626",0.0162215917371213,NA
"1627",0.171478288713843,NA
"1628",0.21398976421915,NA
"1629",0.845115189440548,NA
"1630",0.243321711663157,NA
"1631",0.515050354413688,NA
"1632",0.863187490496784,NA
"1633",0.0405586760025471,NA
"1634",0.460028225323185,NA
"1635",0.166004848433658,NA
"1636",0.915384339634329,NA
"1637",0.409423823235556,NA
"1638",0.640532178571448,NA
"1639",0.164818412391469,NA
"1640",0.180980146164075,NA
"1641",0.996452712919563,NA
"1642",0.645110941492021,NA
"1643",0.918098417343572,NA
"1644",0.795065445359796,NA
"1645",0.913097084732726,NA
"1646",0.390559582738206,NA
"1647",0.357400493230671,NA
"1648",0.614361628657207,NA
"1649",0.192440746119246,NA
"1650",0.071838497184217,NA
"1651",0.306232937145978,NA
"1652",0.174576345132664,NA
"1653",0.887761123944074,NA
"1654",0.497848224826157,NA
"1655",0.693908091634512,NA
"1656",0.874216026859358,NA
"1657",0.0180867742747068,NA
"1658",0.38198705483228,NA
"1659",0.51359302457422,NA
"1660",0.0472226594574749,NA
"1661",0.803095109993592,NA
"1662",0.634086933685467,NA
"1663",0.771328214090317,NA
"1664",0.501763742649928,NA
"1665",0.711288763210177,NA
"1666",0.0918983854353428,NA
"1667",0.105908774305135,NA
"1668",0.224913881858811,NA
"1669",0.417663553496823,NA
"1670",0.344013067893684,NA
"1671",0.664205956505612,NA
"1672",0.443363671423867,NA
"1673",0.306183562381193,NA
"1674",0.26934600668028,NA
"1675",0.270426594885066,NA
"1676",0.0976896530482918,NA
"1677",0.992059951415285,NA
"1678",0.104526538867503,NA
"1679",0.434488460654393,NA
"1680",0.684687570668757,NA
"1681",0.329821523046121,NA
"1682",0.399542690720409,NA
"1683",0.699156541842967,NA
"1684",0.242523108609021,NA
"1685",0.0275350820738822,NA
"1686",0.0700900224037468,NA
"1687",0.0237032768782228,NA
"1688",0.206601104233414,NA
"1689",0.69888632115908,NA
"1690",0.981383563019335,NA
"1691",0.781651579774916,NA
"1692",0.605474571930245,NA
"1693",0.20836171018891,NA
"1694",0.763678494375199,NA
"1695",0.818785996874794,NA
"1696",0.761112309526652,NA
"1697",0.828627120703459,NA
"1698",0.00850928970612586,NA
"1699",0.0888212362769991,NA
"1700",0.919880125205964,NA
"1701",0.638396451249719,NA
"1702",0.416985754156485,NA
"1703",0.702035525348037,NA
"1704",0.161026124842465,NA
"1705",0.377909835427999,NA
"1706",0.975116816582158,NA
"1707",0.403555178549141,NA
"1708",0.723759297747165,NA
"1709",0.38518987968564,NA
"1710",0.389088450931013,NA
"1711",0.129641766659915,NA
"1712",0.284750702325255,NA
"1713",0.130743893096223,NA
"1714",0.474048972129822,NA
"1715",0.980009189806879,NA
"1716",0.168340435018763,NA
"1717",0.181538266828284,NA
"1718",0.878939049551263,NA
"1719",0.676659968448803,NA
"1720",0.507443613139912,NA
"1721",0.481408658670262,NA
"1722",0.968319920590147,NA
"1723",0.247950107557699,NA
"1724",0.13281461247243,NA
"1725",0.0682661477476358,NA
"1726",0.400223755743355,NA
"1727",0.347339601954445,NA
"1728",0.0813463721424341,NA
"1729",0.040086600696668,NA
"1730",0.267908265814185,NA
"1731",0.48457768978551,NA
"1732",0.60384572041221,NA
"1733",0.212681021308526,NA
"1734",0.080157223623246,NA
"1735",0.179854281479493,NA
"1736",0.794959622668102,NA
"1737",0.529203355312347,NA
"1738",0.466124330414459,NA
"1739",0.892173725645989,NA
"1740",0.741953869583085,NA
"1741",0.763735821237788,NA
"1742",0.844099782872945,NA
"1743",0.705217490205541,NA
"1744",0.94844221859239,NA
"1745",0.144291781354696,NA
"1746",0.80380331305787,NA
"1747",0.294344135560095,NA
"1748",0.381373399402946,NA
"1749",0.237241281196475,NA
"1750",0.346142146736383,NA
"1751",0.42900022584945,NA
"1752",0.599860263289884,NA
"1753",0.565516313072294,NA
"1754",0.466192370513454,NA
"1755",0.233487972756848,NA
"1756",0.740812616655603,NA
"1757",0.295344748999923,NA
"1758",0.0823732623830438,NA
"1759",0.274364787619561,NA
"1760",0.931059905327857,NA
"1761",0.88141456223093,NA
"1762",0.47423082171008,NA
"1763",0.575037013273686,NA
"1764",0.210332622984424,NA
"1765",0.598299929639325,NA
"1766",0.0265021710656583,NA
"1767",0.852367961080745,NA
"1768",0.533807344967499,NA
"1769",0.0986467413604259,NA
"1770",0.697378715500236,NA
"1771",0.646212738472968,NA
"1772",0.921282575465739,NA
"1773",0.288791592698544,NA
"1774",0.65436782524921,NA
"1775",0.618836568668485,NA
"1776",0.644347591791302,NA
"1777",0.587946770712733,NA
"1778",0.959003366297111,NA
"1779",0.167982873972505,NA
"1780",0.247764968080446,NA
"1781",0.520748551702127,NA
"1782",0.13296581688337,NA
"1783",0.815950621385127,NA
"1784",0.307842807611451,NA
"1785",0.346458022017032,NA
"1786",0.32439053687267,NA
"1787",0.8299951327499,NA
"1788",0.169780115131289,NA
"1789",0.278194217709824,NA
"1790",0.363976991502568,NA
"1791",0.06989352311939,NA
"1792",0.589097469579428,NA
"1793",0.0841362664941698,NA
"1794",0.275881451321766,NA
"1795",0.0892041027545929,NA
"1796",0.913931028451771,NA
"1797",0.230671265628189,NA
"1798",0.959610002348199,NA
"1799",0.319137680111453,NA
"1800",0.430796518689021,NA
"1801",0.916300440207124,NA
"1802",0.842165261507034,NA
"1803",0.953033957397565,NA
"1804",0.313625352457166,NA
"1805",0.880383613053709,NA
"1806",0.299484786111861,NA
"1807",0.440816927468404,NA
"1808",0.445704119279981,NA
"1809",0.429430848220363,NA
"1810",0.861428390489891,NA
"1811",0.789047851925716,NA
"1812",0.366230414481834,NA
"1813",0.338779880432412,NA
"1814",0.961956204148009,NA
"1815",0.887337486259639,NA
"1816",0.431841211859137,NA
"1817",0.892578870756552,NA
"1818",0.190824923105538,NA
"1819",0.753541242564097,NA
"1820",0.186718850862235,NA
"1821",0.489310156553984,NA
"1822",0.132306410465389,NA
"1823",0.621560014318675,NA
"1824",0.344160985667259,NA
"1825",0.59865386527963,NA
"1826",0.59482084796764,NA
"1827",0.0874762895982713,NA
"1828",0.744905781699345,NA
"1829",0.725540161831304,NA
"1830",0.802798884222284,NA
"1831",0.503449929412454,NA
"1832",0.264671219978482,NA
"1833",0.536141113378108,NA
"1834",0.213437743484974,NA
"1835",0.255572000984102,NA
"1836",0.343209522776306,NA
"1837",0.314980313414708,NA
"1838",0.903441054513678,NA
"1839",0.507083994802088,NA
"1840",0.886809211224318,NA
"1841",0.195022498490289,NA
"1842",0.988919247407466,NA
"1843",0.91272133635357,NA
"1844",0.759085750672966,NA
"1845",0.887828624341637,NA
"1846",0.272966410964727,NA
"1847",0.927014772314578,NA
"1848",0.847612601704895,NA
"1849",0.465768192894757,NA
"1850",0.694069604156539,NA
"1851",0.268429824849591,NA
"1852",0.190492964116856,NA
"1853",0.413613174809143,NA
"1854",0.238204383058473,NA
"1855",0.0924189884681255,NA
"1856",0.272612118860707,NA
"1857",0.009083196753636,NA
"1858",0.629982847487554,NA
"1859",0.0792743391357362,NA
"1860",0.350416659144685,NA
"1861",0.600405616220087,NA
"1862",0.969036905327812,NA
"1863",0.616335429484025,NA
"1864",0.522410703357309,NA
"1865",0.522643679985777,NA
"1866",0.00876278686337173,NA
"1867",0.459118449594826,NA
"1868",0.476186145795509,NA
"1869",0.974526327336207,NA
"1870",0.664171552751213,NA
"1871",0.810181665234268,NA
"1872",0.921875645406544,NA
"1873",0.0956714220810682,NA
"1874",0.935363496653736,NA
"1875",0.535993176745251,NA
"1876",0.829615442547947,NA
"1877",0.81656664935872,NA
"1878",0.305433610687032,NA
"1879",0.708641828037798,NA
"1880",0.175792434252799,NA
"1881",0.192194148665294,NA
"1882",0.185651511652395,NA
"1883",0.484359622234479,NA
"1884",0.758644736604765,NA
"1885",0.30207157949917,NA
"1886",0.3837897896301,NA
"1887",0.18092394573614,NA
"1888",0.637251174310222,NA
"1889",0.559741410426795,NA
"1890",0.850027528824285,NA
"1891",0.670160155044869,NA
"1892",0.611801088089123,NA
"1893",0.906546104466543,NA
"1894",0.312059968709946,NA
"1895",0.597376054152846,NA
"1896",0.697989871259779,NA
"1897",0.826859285123646,NA
"1898",0.96713814791292,NA
"1899",0.366118504432961,NA
"1900",0.84527095919475,NA
"1901",0.391217652708292,NA
"1902",0.695127359125763,NA
"1903",0.649383581941947,NA
"1904",0.0235661729238927,NA
"1905",0.926038958132267,NA
"1906",0.985051079653203,NA
"1907",0.958532114513218,NA
"1908",0.266328697092831,NA
"1909",0.675959377549589,NA
"1910",0.826376454439014,NA
"1911",0.760373181430623,NA
"1912",0.334622151218355,NA
"1913",0.980481144273654,NA
"1914",0.947368345223367,NA
"1915",0.509538036538288,NA
"1916",0.386735717533156,NA
"1917",0.597139324061573,NA
"1918",0.135701027465984,NA
"1919",0.607211726950482,NA
"1920",0.619044420542195,NA
"1921",0.160486943088472,NA
"1922",0.227414861088619,NA
"1923",0.488999385852367,NA
"1924",0.266255927737802,NA
"1925",0.986886880826205,NA
"1926",0.659027475863695,NA
"1927",0.561787959886715,NA
"1928",0.60397210274823,NA
"1929",0.192391755059361,NA
"1930",0.371669552288949,NA
"1931",0.12009952031076,NA
"1932",0.39570926129818,NA
"1933",0.0392312631011009,NA
"1934",0.629407344385982,NA
"1935",0.523269695229828,NA
"1936",0.393105397699401,NA
"1937",0.877893300261348,NA
"1938",0.288249923847616,NA
"1939",0.632178187603131,NA
"1940",0.313025128794834,NA
"1941",0.145822742488235,NA
"1942",0.820500965928659,NA
"1943",0.745619802735746,NA
"1944",0.677873467095196,NA
"1945",0.205137717770413,NA
"1946",0.991973087890074,NA
"1947",0.668956527952105,NA
"1948",0.753881895681843,NA
"1949",0.645198054146022,NA
"1950",0.10516616073437,NA
"1951",0.0498048129957169,NA
"1952",0.550795055227354,NA
"1953",0.0272053678054363,NA
"1954",0.187258065678179,NA
"1955",0.648336424026638,NA
"1956",0.824718985240906,NA
"1957",0.91554355667904,NA
"1958",0.825556990224868,NA
"1959",0.795555043732747,NA
"1960",0.688114724587649,NA
"1961",0.338662927038968,NA
"1962",0.468302907422185,NA
"1963",0.836986915674061,NA
"1964",0.770487755769864,NA
"1965",0.595679931808263,NA
"1966",0.596528243506327,NA
"1967",0.174141001189128,NA
"1968",0.47566762403585,NA
"1969",0.933948250720277,NA
"1970",0.0595374803524464,NA
"1971",0.143245461629704,NA
"1972",0.42678032303229,NA
"1973",0.564453589962795,NA
"1974",0.187299422454089,NA
"1975",0.602749522775412,NA
"1976",0.73487829323858,NA
"1977",0.0683488131035119,NA
"1978",0.782917964272201,NA
"1979",0.921492709312588,NA
"1980",0.0442821667529643,NA
"1981",0.713114854646847,NA
"1982",0.903886020416394,NA
"1983",0.739581503905356,NA
"1984",0.172175630461425,NA
"1985",0.186589976772666,NA
"1986",0.382488364819437,NA
"1987",0.453613275196403,NA
"1988",0.455131477210671,NA
"1989",0.173102781642228,NA
"1990",0.305417256662622,NA
"1991",0.867752101039514,NA
"1992",0.260232249973342,NA
"1993",0.68087075999938,NA
"1994",0.853576556080952,NA
"1995",0.805274312151596,NA
"1996",0.163516340544447,NA
"1997",0.471938976319507,NA
"1998",0.718318646540865,NA
"1999",0.269878588849679,NA
"2000",0.608237189007923,NA
